SEP=	
Simbol	Cotatie	Capitalizare	MedieZilnicaTranz	VarYoY	VarYTD	BET_YTD	BET_YoY	VariatieCA	VariatieProfitNet	PE	PBV	GradIndatorare	CapitNetpeAct	ROE	ROA	MarjaOperationala	MarjaNeta	DataURap	PS	PAvgProfit	PBVxPE	PretNWCPS	nume	RandDividendHist	RandDividend	capmln
CHRD	7.95	6306894	3364.060483870968	-11.173184357541889	27.200000000000003	-1.3096169416506136	-92.79883559654888				4.965162974550259	80.1883761358826	-2.4541584732516513	-45.01465070222754	-11.354611730153815		-10.328289489798244	2025-12-31	0.796107678686702				CHROMOSOME DYNAMICS			6.306894
CICE	5.5	1264428	447.875	-1.7857142857142794	-24.13793103448276	-52.64754797613338	-83.41136552472128			31.89536614282471	0.40688575496971113	36.159654738380056	-3.202478512022828	1.2756892432201958	0.8144044173371195	14.078295846697756	9.84921701668824	2024-12-31	3.141443829674111		12.977770133058595		CICERO SA DR. T. SEVERIN			1.264428
CICO	32.8	88756373.6	1512.140425531915	21.48148148148148	19.70802919708028	-8.801587744570337	-60.14416975752552			14.738929384591342	1.2849169916368406	4.970811662810249	2.4810052672093397	8.717844818363425	8.284497171386516	33.30880854355897	34.837047350295855	2025-12-31	5.134607808636756		18.93830080479694	13.22044754741443	CI-CO SA	6.000000000000001	4.939024390243904	88.75637359999999
CLAIM	3.98	24079000	15985.758810810816	-17.08333333333333	-13.478260869565206	-41.987877811215824	-98.70898457234033			7.115758217298512	1.9764612405025574	40.54290119315999	0.8383672727272727	27.77583470581886	16.514705485463278	18.691024747923286	14.916727635045088	2025-12-31	1.0614382724427587		14.064020313278084	4.747322718183829	AIR CLAIM			24.079
CLUB	13	98582926	688.7016666666667	455.5555555555556	692.6829268292684	664.1733098876177	373.9299043165486				7.966018964024852	7.007532465073249	1.6230171236751483	-0.3924226645178932	-0.3649235189014964			2025-12-31				8.009773778949969	HOTEL CLUB ESTIVAL 2002 SA NEPTUN			98.582926
CMBU	2.5	758107.5		0	0	-28.509616941650616	-81.625651239007			6.648141327510458	0.3032051599960325	10.520380734793672	-0.23112157576596987	4.560750818297876	4.080942467847722	28.723999484964473	26.695930048811324	2025-12-31	1.774783158338308		2.0157507548840443		COMMIXT SA			0.7581075
CMCM	0.324	76566603.672	1718.306761904762	-0.9174311926605561	-5.813953488372081	-34.3235704300227	-82.54308243166756				0.8898183101701854	0.17209655626136208		-0.40930087673246546	-0.40859648401886134		-93.62626904396694	2025-12-31	203.54309810749956				COMCM SA CONSTANTA			76.566603672
CMF	4.64	104290602.72	2145.7138125	15.999999999999993	12.077294685990347	-16.432322255660267	-65.625651239007			21.783774100079874	1.3640127760527354	52.767423395826455		6.261599894426623	2.957514966781905	5.101819050042879	3.033734102806294	2025-12-31	0.660861783752408		29.71334618315563		COMELF S.A.	5.633484162895928	5.460526315789474	104.29060272
CMIL	2.6	3221415.6	104	2788.888888888889	0	-28.509616941650616	2707.2632376498823			9.937334694746324	0.43860828932158596	60.38424418472628	4.313045295987267	5.152664084490489	2.7784602932026266	4.786898091898852	4.312078587796096	2024-12-31	0.28355217844459346		4.35859737087873	0.602822326586499	COMCEREAL SA BUCURESTI	122.1111111111111	4.226923076923077	3.2214156000000003
CMP	0.72	157551147.35999998	49643.41710288066	21.62162162162162	16.129032258064502	-12.380584683586115	-60.00402961738538	7.956530942433981		544.9899593898093	0.30913458752700956	29.705442848108376	0.2337227785200434	-0.861268228284197	-0.6289854659288355	1.1164212265041342	-0.7987211244981773	2025-12-31	0.2813855819517162		168.4752463023304	3.080572653461994	COMPA S. A.	0.6224489795918369	0.43201133144475923	157.55114736
CMVX	76.5	891681781.5	11393.338356164386	14.179104477611947	30.102040816326546	1.59242387467593	-67.44654676139506			14.051598667931026	1.9846704225283396	31.97950043320085	-8.63853410410853	14.124161025590725	9.607324889225954	30.947458387882815	25.545091171278944	2025-12-31	3.589493690745198		27.887792265481323		COMVEX SA CONSTANTA	4.829545454545454	4.722222222222222	891.6817815
CNTE	35	8389570	853.4333333333334	-15.865384615384615	-14.215686274509798	-42.72530321616041	-97.49103585439161			257.79952677995266	0.7588161499548215	49.36244885007944		0.2943434999407568	0.14904834033896716	1.2711408261599557	0.12067731631715065	2025-12-31	0.311105550396361		195.6224443713386		CONTED SA DOROHOI			8.38957
COBL	13	13229879	4640.95	-15.58441558441559	-11.564625850340127	-40.07424279199074	-97.2100668234226				0.9707220080613954	11.21503412339404	-0.4121833616165348	-2.2323777040532686	-1.9881228952729388		-50.72650218179782	2024-12-31	18.391639859760726				BRICOMAT SA SIBIU			13.229879
COBU	0.0505	241627.35	40.75973684210527	-88.20093457943925	-81.15671641791045	-109.66633335956107	-169.82658581844623				-0.7533551062403542	139.7362849203193	-0.06703346082304011		-47.16877343869052			2025-12-31					CONCIFOR SA BUZAU			0.24162735000000002
COCB	4.7	3954114.7	1310.2065384615382	184.84848484848487	135	106.49038305834938	103.22283360947787				0.7546340131204032	6.641774836433558	5.5634951105490185	-2.348172002706985	-2.1922117055150148			2025-12-31				0.8447926899564029	COMCEREAL SA SLOBOZIA			3.9541147000000003
COCR	86	25945426	3640.137931034483	-27.73109243697479	-28.333333333333332	-56.84295027498395	-109.35674367598179			4.901532853899692	0.2191504590550254	11.930452188544601	-25.53654898555144	4.471059678416067	3.9376420411613418	40.04058978794276	28.988248687395323	2024-12-31	1.420868533182828		1.0741731750054062		COCOR SA Bucuresti			25.945426
CODE	1.02	21762135.54	10524.071455696207	6.806282722513091	4.081632653061229	-24.427984288589386	-74.81936851649391	45.59116410580009	3742.693369519442	7.631887195223524	1.5218523503318375	15.173661314848562	0.20300690490047374	15.221404445256928	12.446868159262234	11.903710719495358	7.804476192860061	2025-12-31	0.7678440522041788	51.655153888057455	11.614605465518375	5.024459638454493	Softbinator Technologies S.A.	6.096256684491978	5.643564356435644	21.76213554
COEC	70.5	85563946.5	3064.6071428571427	-2.083333333333337	-0.7042253521126751	-29.213842293763292	-83.70898457234034				0.7639390959701367	31.597260163139655	-39.79017494827684	-8.254710653422345	-5.646448252546081		-77.41968573498072	2025-12-31	7.164869516795552				CONECT BUSINESS PARK SA BUCURESTI			85.5639465
COET	4.56	5694117.6	2642.45	-34.85714285714286	-29.846153846153854	-58.355770787804474	-116.48279409614986			106.37245656641134	0.5430952125247721	1.4423477789957382	1.1098173314860937	0.5105599983823842	0.5031959475852752	6.16310001753108	5.828811730361108	2025-12-31	6.200250226216259		57.77037190571726	4.108784275241009	COMPLEX COMET SA BUCURESTI			5.694117599999999
COKG	32.6	18575284.400000002	2169.4500000000003	16.428571428571438	-6.321839080459757	-34.83145602211037	-65.19707981043555			402.8996269304182	17.24990518501459	23.93429792259881	0.4840029905544811	4.281439850524779	3.2567072813233096	7.2899074270207755	6.5986156990490805	2025-12-31	26.585798034040753		6949.9803636274655	67.35495572589944	COMALEX SA Alexandria			18.5752844
COKJ	62.5	63856625	4589.053191489362	-5.303030303030298	-3.8461538461538436	-32.35577078780446	-86.9286815420373			1.9880438650536902	0.44378823032675613	28.19545656287393	95.12097902919236	22.322859074076362	16.028827040253603	12.237880579877055	10.816019035782418	2025-12-31	0.21502720288391167		0.8822704686841416	0.6570579974877985	CONCIVIA SA BRAILA			63.856625
COLK	8.5	1498558.5		0	0	-28.509616941650616	-81.625651239007				0.6085595833123517	53.517518979255996	-11.892212749785877	-8.785494877496886	-4.083715989010927		-840.3185084482424	2025-12-31	58.207749077490774				CONEX PRAHOVA SA BUCURESTI			1.4985585
COMI	0.0104	3965891.8104	3542.9961223175956	-46.666666666666664	-19.999999999999996	-48.50961694165061	-128.29231790567366				-2.3145341714751266	117.13059296179974			-13.802856610128652		-4436.293820892645	2025-12-31	127.4345879116995				CONDMAG S.A.			3.9658918104
COMY	2.2	1697269.2000000002	274.22285714285715	-5.982905982905972	4.761904761904767	-23.74771217974585	-87.60855722191297				0.22072007834905202	15.28077783523884		-1.8527272422259882	-1.5696161084484874		-53.353181290491705	2025-12-31	6.356099314683744				COMAT SA GIURGIU			1.6972692000000003
CONK	33.8	24111331.4		29.999999999999982	29.999999999999982	1.4903830583493658	-51.62565123900701			5.351214576516146	0.590964062839614	49.04592544891137	46.81329439982729	11.043550102308835	5.627138752217268	3.078199627274525	2.753535786771636	2025-12-31	0.1473476083913123		3.162375507264546	0.7220171199941163	CONCAS SA BUZAU			24.111331399999997
CORO	5.05	4929476.7	163.87	-19.84126984126984	-19.84126984126984	-48.350886782920455	-101.46692108027683			21.309836852207294	0.5450044815622438	37.68686870217837	3.754511163426333	2.557525359495146	1.5936741352372952	2.376375477440969	2.0137397142788496	2025-12-31	0.4291246477409282		11.613956585813233	1.345048604247967	CONSTRUCTII FEROVIARE SA GALATI			4.9294767
COTE	78.6	680481700.8	530107.6801619433	-1.5037593984962405	2.0779220779220786	-26.431694863728538	-83.12941063750324	-16.818432454767173	-81.10220712131715	15.36736003289539	0.9563805030431658	15.15130109724149	7.473269852549134	7.498929392742597	6.382743761379493	9.872611919726685	9.854469360195651	2025-12-31	1.3014788873734375	76.01192700350245	14.697043518705934	10.517484521609978	CONPET SA Ploiesti	7.882474944055945	8.64854667774936	680.4817008
COTM	3.46	37652654.2	670.225	-32.15686274509804	-29.387755102040824	-57.89737204369144	-113.78251398410504			171.2987038629343	2.054882293560693	2.597278816966431	0.39729964428377534	1.1995901003459546	1.1684334007792425	11.82270899706765	9.917696568757723	2024-12-31	16.98888567534069		351.99867347784044	8.708792091262632	COMAT GALATI SA			37.6526542
COTN	4.26	2990967.3	1136.4019999999998	-14.800000000000002	-34.46153846153847	-62.97115540318909	-96.425651239007			46.644947132029564	0.29640710231290246	49.74732579787817	3.043002115068259	0.6354538284155742	0.3193325420985888	2.822543801575476	0.2683903497843422	2025-12-31	0.12519053676437564		13.825893616943413	1.3999333023481786	COMREP SA Ploiesti			2.9909673
COUT	30	5075400	7641.200000000001	-6.25	-11.242603550295849	-39.75222049194647	-87.875651239007			12.634424662444736	0.4254079004970971	3.521112694383375	47.74164794893014	3.3670539962266988	3.248496230538818		11.27699682080722	2024-12-31	1.4247836675111762		5.37478406963936	0.6283821629301819	COMTURIST SA Bucuresti			5.0754
COVB	0.3	20969617.5	619.0974499999999	9.489051094890488	1.3513513513513598	-27.15826559029926	-72.13660014411651			9.28329918622452	0.42592697272681146	7.512474327203133	0.11005256533649219	4.588099168007471	4.243419395904289	11.919341363283145	12.58649666349913	2025-12-31	1.168442142336791		3.954007519305882	2.7259700769603357	CONFECTII SA Vaslui	1.2434782608695654	0.9533333333333335	20.9696175
CPHA	18	5020902	856.8	-6.25	28.57142857142858	0.06181162977796362	-87.875651239007			6.501039073030325	0.955767707174927	23.047211287478163	6.49316875732687	14.701768385610018	11.313420762782812	12.68519870525157	11.066935123440011	2024-12-31	0.7194657765617519		6.2134832090848064	2.7721441830214038	CEPROHART SA BRAILA			5.020902
CPLB	14.6	5060812.6	1521.067307692308	143.33333333333331	131.74603174603178	103.23641480438116	61.707682094326316			88.54695384400041	0.7833850888171159	27.55175919701836	3.5088783172884135	0.8847115059398454	0.6409579222349844	2.0253806295921137	1.94206295513384	2025-12-31	1.7196375885037918		69.36636330156732	4.160873840527639	CONSTRUCTII COMPLEXE SA BUZAU			5.060812599999999
CRC	6	1829447106	12181.549713114742	-37.88819875776398	-26.108374384236445	-54.61799132588706	-119.51384999677097	-22.10330373734425			0.9982764938742987	37.221235425464236	-1.8798997799502382	-9.09829906098036	-5.851063306611029		-15.962926458001442	2025-12-31	1.8306880983401672				CHIMCOMPLEX BORZESTI SA ONESTI			1829.447106
CRMC	0.134	9606861.062	368.573076923077	-26.37362637362637	-25.555555555555554	-54.06517249720617	-107.99927761263336			1406.1564786299766	0.79770705617676	8.04388661547717	-0.03279776588487525	0.05672960785658569	0.05216634252319711	3.114160640303389	0.8347108750658228	2024-12-31	11.737341047567035		1121.7009450917976		CARMECO SA CONSTANTA			9.606861062
CRPC	0.84	2438320.92	1043.509142857143	-40.845070422535215	-39.13043478260869	-67.64005172425931	-122.47072166154221			9.104983370095747	0.25459702715126664	4.422339405560879	2.191004363773412	2.7962382445141065	2.6725790987535953			2025-12-31			2.318101698288098	0.3833858178873398	CARPATHIA CAPITAL S.A. POZNAN			2.43832092
DENT	1.17	13820358.239999998	1575.3113768115945	23.15789473684211	-0.8474576271186418	-29.357074568769256	-58.46775650216489			45.43838766948539	2.382147224258524	20.51455029082771	0.42007320860880953	3.368429241550995	2.7380773787219614	1.6848575826933734	1.723597339610292	2025-12-31	1.212995660010518	181.75355067794155	108.24092906164735	2.7852288030336037	Dr Fischer Dental S.A.			13.82035824
DIAS	44	10007536	3080.8	10.000000000000009	10.000000000000009	-18.509616941650606	-71.62565123900698			140.1851291533591	0.8194309783671819	1.652386297932514	8.583317212148925	0.5845348813501783	0.5748761070641119	12.205320031089403	9.278471108430791	2024-12-31	13.007036706810815		114.8720375346668	5.126223220286196	DIASFIN SA BUCURESTI			10.007536
DIGI	63.4	18463045328.399998	3588634.853036437	126.47358305320324	67.49180597854867	38.98218903689805	44.847931814196244	12.650977562647103			3.0732000957935237	74.2645839334503	-49.03606977335725	-6.679383666429384	-1.744388475408927	7.181027081676322	-3.4627046667608052	2025-12-31	1.589965893916349	573.4037041802842			Digi Communications N.V.	1.8518518518518516	2.146263910969793	18463.045328399996
DN	3.6	572739206.4	445075.1385020244	66.66666666666666	28.57142857142858	0.06181162977796362	-14.958984572340341	-8.333428250571961	-32.01388694853353	11.969038911843707	2.5180418245682303	50.59753945545378	-0.4711079957245965	24.038823029673743	11.870222247865607	33.41879803629989	24.54619321537631	2025-12-31	2.7399613239815337	54.5168231695709	30.138540579907076		DN Agrar Group			572.7392064
DOIS	4.52	6435200.84	562.1717647058824	-7.755102040816341	-5.833333333333335	-34.34295027498395	-89.38075327982334			3.44994008496184	0.4596549045826199	21.360861462740203	-1.5250256897964976	13.323561953618803	10.47753434280393	9.207002532889717	8.516203636699663	2025-12-31	0.29380392297947966		1.5857818805688904		DORNA TURISM SA VATRA DORNEI			6.43520084
DUPX	18	2195604	677.6233333333334	-61.702127659574465	73.07692307692307	44.567306135272446	-143.32777889858147			3.5816597690424183	-0.13355054823689694	124.93017759633815	-185.83245339323486	-3.7287335159867125	0.929579887629671		-4.634683192099462	2024-12-31					DUPLEX SA FAGARAS			2.195604
EAI	16.28	3069501317.96	1563175.8445360824	100	100	71.49038305834938	18.374348760993			30.772990707132244	14.603176825722208	69.7769189388126	0.0019000520657460106	47.4545258363128	14.342219810710935	13.790297628760298	11.98559009776167	2025-12-31	3.6883245269791614		449.3834247525585	8568.186258416052	Electro-Alfa International S.A.			3069.50131796
EBS	606	248771716704	467510.5295546556	59.138655462184865	17.66990291262136	-10.839714029029256	-22.486995776822134		25.869002047078183	10.780431387128743	1.211505071628047			12.395788259050915	1.1658445793789036		39.1241008831831	2025-12-31		47.55245461589616	13.060547299844655		Erste Group Bank AG			248771.716704
ECT	0.065	9425000	1112.111263736263	26.21359223300972	20.370370370370374	-8.139246571280243	-55.41205900599728				0.6791492742001963	10.51378214124716		-4.5871363290745935	-4.104854808913688		-75.30463749291712	2025-12-31	11.149241319265771				GRUPUL INDUSTRIAL ELECTROCONTACT S.A.			9.425
EEAI	1.13	3817427.0199999996	8407.206604938268	34.52380952380951	12.99999999999999	-15.509616941650627	-47.10184171519749				0.5687592021932548	37.278464103131746	-0.2462973476831523	-8.429716333094998	-5.287247555866346	4.158193587583865	-9.537892890840107	2025-12-31	0.6435286950168602				ELECTROCONSTRUCTIA ELCO ALBA IULIA SA			3.8174270199999993
EFO	0.73	143659995.22	23246.414715517247	63.67713004484303	32.72727272727272	4.217655785622103	-17.948521194163966	-17.549211439786404	69.36938980597832	9.567935388528054	0.7601576785928775	16.28232648052087	-0.07286898251645368	7.681924049049332	6.866389470155062	144.5678389530293	96.98478653379232	2025-12-31	10.158890915811389	107.06101038490344	7.273139553870128		TURISM, HOTELURI, RESTAURANTE MAREA NEAGRA S.A.			143.65999521999998
EL	46.8	15891080587.199999	2748538.5788259124	178.57142857142856	77.60910815939278	49.099491217742155	96.94577733242156	22.812895563810788	58.24968824743954	13.705883113068001	2.1928449928499347	60.378799000009565	-7.554084251305873	14.131210085875981	5.503873157150191	14.445905659024987	9.582352528181287	2025-12-31	1.3836390442830162	75.31091762111404	30.05487715707764		SOCIETATEA ENERGETICA ELECTRICA S.A.	1.1625	0.370440251572327	15891.080587199998
ELCT	10.5	7041457.5		0	0	-28.509616941650616	-81.625651239007				0.3662406567499447	11.299280149968489	19.998443220029376	-0.41596638939561636	-0.36896518172809684	2.8258806009659883	-0.4882628867213008	2025-12-31	0.42989463778372666			0.5250408686554041	EL-CO SA TARGU SECUIESC			7.0414575
ELEL	2	4587600	175.0222222222222	17.647058823529417	0	-28.509616941650616	-63.97859241547758				1.0994525744244266	3.9003457874229555	1.1219430639114134	-5.1409880885448045	-4.940471776201331		-5.519554285840733	2025-12-31	1.1804128048389824			1.782621653747232	ELECTROCONSTRUCTIA ELCO SA SUCEAVA			4.5876
ELER	54	14123322	4134.99	196.7032967032967	157.14285714285717	128.63324020120655	115.0776454642897			1.9014668682034679	0.6382226696964569	19.997471489818516	80.06125187827622	33.56475363146656	26.852651593386206	28.30707478810077	24.335918691298012	2025-12-31	0.4627394309879666		1.2135592609641783	0.6744835826711865	ELEROM SA ROMAN			14.123322
ELGS	0.22	26381219.92	4496.275449999995	47.65100671140941	-10.569105691056912	-39.078722632707525	-33.97464452759759	-92.00111597393716			1.0486842431745758	70.50244789336382	-0.3566470568279922	-28.715703762466593	-8.903116658694127		-23.067781823006545	2025-12-31	1.121211079773242				AETA SA			26.381219920000003
ELGSR01	0	0		100	100	71.49038305834938	18.374348760993																ELECTROARGES SA CURTEA DE ARGES			0
ELJ	0.148	4836179.572	331.50819047619046	0	-3.26797385620915	-31.777590797859766	-81.625651239007	-2.9595802728770493		33.77456227390181	0.7485152633558426	48.21549467598287	0.11239215581385364	1.0878434468045493	0.5747110552559573	1.2604559353090807	0.6415066673175586	2025-12-31	0.4424921605579366		25.280775375177917	1.316817876908784	ELECTROAPARATAJ S.A.			4.836179572
ELJA	73	23987435	3291.9032608695647	46	1.388888888888884	-27.120728052761734	-35.625651239007			9.011270740066351	0.5362088062545756	32.833322365414745	26.414263759339004	5.950423882732298	3.9967020272061733	6.2633541910540105	3.8888806833804543	2025-12-31	0.35043756713755525		4.831922726367764	2.763658327375874	ELECTROMONTAJ CARPATI SA Sibiu			23.987435
ELMA	0.238	160897211.552	25067.61963478262	5.309734513274322	-4.032258064516137	-32.541875006166755	-76.31591672573268	-29.57411712456467			0.5031694645083313	8.32701669972204	0.13780592212957085	-3.9183221299359303	-3.6148682374713075		-43.565512761028494	2025-12-31	6.0904957189962365			1.727066560871183	ELECTROMAGNETICA SA BUCURESTI			160.897211552
ELRD	4	2722320	545.4008214285714	788.8888888888889	0	-28.509616941650616	707.263237649882			6.945065934654663	2.3319753158332963	11.086095196893694	1.6956052190778454	33.57743954880468	29.85501263574476	29.16798778914148	24.086151932771457	2025-12-31	1.6727991328520762		16.195722326449374	2.3590396838807792	ELECTRECORD SA BUCURESTI			2.72232
ELV	0.545	14485972.47	697.2322272727272	-21.01449275362318	4.807692307692313	-23.701924633958303	-102.64014399263019				0.15660755932698278	0.07934256492954063	0.6090281983671338	-5.828603645764329	-5.785996806622558		-54.596056418019266	2024-12-31	2.2201700626525644			0.8948682531633184	ELVILA S.A.			14.48597247
ELZY	12.9	64441395.300000004	6898.304545454547	0	-10.416666666666663	-38.92628360831728	-81.625651239007	6.8989812094277125	-93.44650811480655		0.32132253942346234	16.225775848269038	-4.4246043955538	5.899772155960207	4.967608228297097	18.209374679650995	53.778755873312356	2025-12-31	2.8877948095028803	13.475285869643862			ELECTROPRECIZIA SA Sacele			64.44139530000001
EM	42.1	759756639.6	91062.90780141839	100	23.09941520467835	-5.410201736972265	18.374348760993	-7.440556197664594	219.3439843942326	6.920602600090715	0.7595707969322562	45.28758889430997	7.725341501576263	10.380799758372152	5.403083593902055	10.32115020230072	8.17903321316292	2025-12-31	0.6352996131749441	75.2772305236173	5.256687632202348	5.449597275590989	Grup EM			759.7566396
EMAI	6.85	17276508.3	3362.702803738318	12.295081967213118	-20.348837209302328	-48.858454150952944	-69.33056927179388			47.11655057871254	0.524574505499991	42.8344876975863	9.187840933691445	1.1133550717462666	0.6364551305086589	1.9549987988537514	0.47047108041048963	2025-12-31	0.2216697445598237		24.716141220693444	0.7455505650823061	EMAILUL SA MEDIAS	12.919767441860467	16.220437956204382	17.2765083
EMTL	65	40072565	315.8	182.60869565217394	182.60869565217394	154.09907871052332	100.98304441316694				1.549543391514119	1.4809579044765275	6.796339340893202	-7.393025900195376	-7.2835382987464365		-75.81205735206473	2025-12-31	15.889849981977852			9.56397212377236	ELECTROMETAL SA TIMISOARA			40.072565
ENP	0.91	1842436.05	1802.7120138888886	-3.703703703703698	9.63855421686748	-18.871062724783137	-85.3293549427107				0.41259751523696575	37.47646330740237		-31.795677753850892	-19.879782247089068		-714.4333631889863	2025-12-31	9.27086482433806				COMPANIA ENERGOPETROL S.A.			1.84243605
EPN	0.428	3046482.6	15276.839802325576	-67.07692307692308	-78.60000000000001	-107.10961694165063	-148.70257431593006				0.7191442170347861	20.248077957783785	0.39881257946459303	-26.61016401019673	-21.222117256717972		-185.7962477358021	2025-12-31	5.021175256746445			1.0731858071643356	EMA PIATRA NEAMT S.A.			3.0464826
EVER	3.38	2920670620.92	682285.3024493926	120.91503267973853	22.021660649819495	-6.4879562918311215	39.28938144073153			10.2113473005752	0.7344842274814772			6.545835665830839	5.566706133129144		58.661474254919256	2025-12-31		190.60991943293777	7.5000735336080435		EVERGENT INVESTMENTS S.A.	7.28476821192053	3.273809523809524	2920.67062092
FACY	13.9	78535542.10000001	2192.4628205128197	39.000000000000014	19.82758620689655	-8.682030734754065	-42.625651239006984			39.44921772693504	2.7420740292379504	4.538809384171261	0.42104966001119637	6.95089582819718	6.6354079160629995	28.218072174253688	24.62536572199797	2025-12-31	9.714514139725008		108.17267540278195	33.0127329864852	FABRICA DE SCULE RASNOV SA	1.7307692307692306	1.2949640287769784	78.53554210000001
FAMZ	11.4	5283067.8	2392.8593749999995	8.571428571428585	-3.3898305084745783	-31.899447450125194	-73.05422266757841			6079.479631760644	0.7100673298625648	6.907391044423542	13.850524462320926	0.011679738610406795	0.010872973391619477	0.07248194000827109	0.013654195939125856	2025-12-31	0.8301040609998454		4316.83986907813	0.823073525555848	FAM SA GALATI			5.2830677999999995
FEP	0.222	80759645.292	3561.849220125786	28.32369942196533	2.77777777777779	-25.731839163872827	-53.30195181704167			17.621979237132525	0.5536504694902562	5.659735584405821	0.05340838762236697	3.1418177381778998	2.9639991616530708	7.842753794753339	7.283640664426576	2025-12-31	1.2835216455925929		9.756417077985969	4.156650479128643	Feper SA	3.304347826086956	3.7254901960784315	80.759645292
FERO	0.98	33141653.72	2920.0379184782605	97.58064516129032	38.0281690140845	9.51855207243388	15.954993922283322			15.168457462243227	2.574515950288065	24.349305587265306	0.19240653812491768	16.97282638459749	12.840061021415853	56.25983340646129	75.48552930242842	2025-12-31	11.449990402388002		39.05143567781121	5.09338201056217	FERONERIA SA ARAD	10.971428571428572	7.11111111111111	33.14165372
FIMA	43.8	35659989	314.6222222222222	82.5	53.146853146853125	24.63723620520251	0.8743487609930014			244.38710628032567	3.6747255779837085	32.22701956591761	5.20875263309812	1.5036495312353315	1.0190681026012929	0.40408438770309985	1.4094367623484612	2025-12-31	3.4444817183545147		898.0555503777357	8.408923034985468	FIMARO SA Cluj			35.659989
FMAR	0.01	418680.65		0	0	-28.509616941650616	-81.625651239007				0.33232579275310553	90.60341394749175	-0.16297925399705002	-63.14878755407389	-5.933830163634179		-8.260791735179522	2025-12-31	0.043473109595510075				FAIMAR SA BAIA MARE			0.41868065000000004
FOJE	29	328472154	132298.74999999997	90.78947368421053	39.42307692307692	10.913459981426303	9.163822445203536				1.9159217595343285	50.31733159528591	-7.702652051899657	-5.5468589702023365	-2.7558275490427655		-3.778469402991779	2025-12-31	1.305108311896122				FORAJ SONDE SA VIDELE	5.1439393939393945	2.3333333333333335	328.472154
FOMA	9.4	8715351		0	0	-28.509616941650616	-81.625651239007			0.8777903216108309	1.106538266843621	31.91907631867265	-1.2763305344787605	-28.990840014425956	-10.616206619398003		-371303.1746031746	2021-12-31	2618.795372596154		0.9713085811273535		FORMA SA BOTOSANI			8.715351
FOSB	0.745	487730347.215	7520.210874999999	73.25581395348837	101.35135135135135	72.84173440970073	-8.369837285518628			44.45685230205079	4.6448419964404835	16.29102251951621	0.05583516317059402	10.44797765906206	8.745895265790237	7.058199198423774	6.610391250864253	2025-12-31	2.938771874984409		206.4950546021173	13.342846294257084	FORAJ SONDE SA CRAIOVA	1.3942307692307692	0.7785234899328858	487.730347215
FP	0.624	1997289537.984	2503339.318313765	64.42687747035573	16.417910447761198	-12.091706493889419	-17.198773768651265			4.524342819077483	0.8558854508691517			19.19040042492383	17.28483756776472		92.50313905822273	2025-12-31			3.87231919359274		Fondul Proprietatea	10.76315789473684	6.65040650406504	1997.289537984
FRB	0.0225	1012391.145	2315.885909574468	-69.38775510204081	-40	-68.50961694165062	-151.0134063410478				1.0754387412030275	47.75073541655104	-0.015004702061079367	-212.6099401639709	-136.12567104789008		-1166.639382882062	2024-12-31	3.874469552005756				Firebyte Games			1.012391145
GALF	11.3	19309971.1	38632.775	98.24561403508774	17.70833333333335	-10.801283608317267	16.619962796080742			36.531992689806785	1.5477242488276233	39.10830333331804	0.8971183493899688	4.236626953173216	2.5797540332251248	4.272073883334506	3.074422108837068	2025-12-31	1.1231476600541614		56.54145094400743	12.595885490118315	GALFINBAND SA GALATI			19.309971100000002
GDP	1.6	3065582.4000000004		0	0	-28.509616941650616	-81.625651239007				0.5135511370441928	62.13095180622689	-1.5599426719046925	-13.69203942586342	-5.185045008890634		-108.08812833093087	2023-12-31	4.054091540262111				GRUPUL EDITORILOR SI DIFUZORILOR DE PRESA  S.A.			3.0655824000000003
GGC	0.57	23509649.999999996	1351.8634246575343	-6.557377049180335	-12.307692307692319	-40.817309249342934	-88.18302828818733			4.450068578640942	1.4968684676174648	61.81109429835316	-0.10303559219299309	13.307362631332426	3.8107141484580302	10.951167664938449	5.147759130783045	2024-12-31	0.8795151109754344		6.661167334102897		GLISSANDO GARDEN CENTER S.A.			23.509649999999997
GHIM	9.15	435512.55		117.85714285714283	117.85714285714283	89.34752591549221	36.231491618135834				0.31552935678785154	50.83420069688298	7.0213668928713995	-20.644733600915767	-10.150148288889412		-26.706736784687003	2025-12-31	0.4081796182248119			1.303165058827754	A.T.C. - AGRO TOTAL CONSTRUCT SA GHIMBAV			0.43551255
GIBEFETF	21.6	20520000	78563.16404858301	82.83392585068563	48.73984299683241	20.23022605518179	1.2082746116786325																FONDUL DESCHIS DE INVESTITII GLOBINVEST ENERGY&FINANCIALS ETF			20.52
GREEN	13.5	1078935228	10376.271374999998	7.14285714285714	-5.594405594405593	-34.104022536056206	-74.48279409614986	56.594372801875735	138.02083333333334	813.6766425339366	1.576104914411927	16.791701511114567	-1.4838629404730124	0.07772373384231888	0.06471529535646427	13.791500046498651	4.93815679345299	2025-12-31	85.06269536423841	1108.3053189522343	1282.4397550399342		GREEN TECH INTERNATIONAL			1078.935228
GRF	1.56	42457814.88	66376.0825	100	100	71.49038305834938	18.374348760993																GRAFFITI PLUS SA			42.45781488
GRIU	1.26	50021464.5	505.05000000000007	39.99999999999999	9.565217391304358	-18.944399550346258	-41.625651239007006				31.445781189787525	16.502538169651878	-0.003326106135896921	-35.10068487032987	-26.13395515664284		-216.31051412033133	2022-12-31					GRAUL SA BUCURESTI			50.0214645
